category_label,category_source,changelog,creator,creator_slug,creator_url,description,features,gallery,image,is_free,last_updated,launched,marketplace_url,min_version,page_num,platforms,price_minecoins,price_ps_tokens,prices,published,rank_on_page,rating_count,rating_histogram,rating_positive_percent,rating_value,slug,tags,title,trailer_views,uid,url,video_url
,,,ChewMingo,chewmingo,https://chunk.gg/@chewmingo,"FOOD Add-On adds over 250+ new food and cooking tools to your world creations! One of the best Add-Ons for farming, baking, and cooking!","Cook,Craftable Blocks,Craftable Tools,Food,Crafting","https://images.chunk.gg/products/chewmingo/food/thumbnail-82f08f35da2f2d6f-640.jpg,https://images.chunk.gg/products/chewmingo/food/screenshot-1-6871aeb89cb6e0df-640.jpg,https://images.chunk.gg/products/chewmingo/food/screenshot-2-f7170dace8e7ce02-640.jpg,https://images.chunk.gg/products/chewmingo/food/screenshot-3-1e6c5d5fed05000d-640.jpg,https://images.chunk.gg/products/chewmingo/food/screenshot-4-5dd51d9d6e372e9e-640.jpg,https://images.chunk.gg/products/chewmingo/food/screenshot-5-8b5f453676c11a71-640.jpg,https://images.chunk.gg/products/chewmingo/food/screenshot-6-61a302bb262dcea9-640.jpg,https://images.chunk.gg/products/chewmingo/food/screenshot-7-4ac24d73e51a9083-640.jpg,https://images.chunk.gg/products/chewmingo/food/panorama-d04aea1312a33f01-1280.jpg",https://images.chunk.gg/products/chewmingo/food/thumbnail-82f08f35da2f2d6f-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=22beb257-90e4-46c7-9a12-4731095a8b33,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",490,490,"{'EUR': 2.42, 'USD': 2.57, 'GBP': 1.98, 'CAD': 3.58, 'AUD': 3.91}",2025-08-26T17:00:00.000Z,14,88,,,4.1,/@chewmingo/food,"Cook,Craftable Blocks,Craftable Tools,Food,Crafting",FOOD Add-On,,22beb257-90e4-46c7-9a12-4731095a8b33,https://chunk.gg/@chewmingo/food,
,,,IBXToyMaps,ibxtoymaps,https://chunk.gg/@ibxtoymaps,Use exciting new tools to solve common survival problems!,"Added Copper Shield,This shield variant blocks damage from all directions,Added Explorer's Notebook,Allows you to save and track waypoints across your world,Added Hammocks for all 16 dye colors,Sleeping skips to day or night without changing your spawn point,Fixed various bugs,Custom Tools,Ender,Ore,Custom Blocks","https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/thumbnail-194a4c5c27a413b3-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/screenshot-1-3823c2dbc57a08ee-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/screenshot-2-55a2f4f594b744d1-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/screenshot-3-13914f038e4c91b1-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/screenshot-4-f43e33182d19fee0-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/screenshot-5-fc9d879f1f2eb562-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/screenshot-6-7945e6dbe54b2e49-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/screenshot-7-10ebce34d0df3931-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/screenshot-8-bb29f4cf201ef41a-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/screenshot-9-3eb92d29b052e93c-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/screenshot-10-401757a5b49bfbf8-640.jpg,https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/panorama-c4cd3bd2c50247a5-1600.jpg",https://images.chunk.gg/products/ibxtoymaps/toycats-toolkit/thumbnail-194a4c5c27a413b3-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=d7e0289f-c162-469e-bc94-96854a1368be,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2025-05-27T17:00:00.000Z,15,62,,,4.7,/@ibxtoymaps/toycats-toolkit,"Custom Tools,Ender,Ore,Custom Blocks",Toycat's Toolkit Add-On,,d7e0289f-c162-469e-bc94-96854a1368be,https://chunk.gg/@ibxtoymaps/toycats-toolkit,
,,,CompyCraft,compycraft,https://chunk.gg/@compycraft,"Alien invasion! An apocalypse is spreading across the world, with factions of aliens patrolling the lands! From insectoids spawning from hives to giant mechanical hulks, Alien Apocalypse will terrify you!","Dynamic light no longer clashes with buttons and item frames,Night vision helmet activates and deactivates as intended,Mutant entity chases the player as intended,Aliens,Armor,Craftable Weapons,Horror,Post-Apocalyptic,Vehicles,Craftable Armor","https://images.chunk.gg/products/compycraft/alien-apocalypse/thumbnail-76a8462ee54471b4-640.jpg,https://images.chunk.gg/products/compycraft/alien-apocalypse/screenshot-1-97deb2de8cc8a091-640.jpg,https://images.chunk.gg/products/compycraft/alien-apocalypse/screenshot-2-f702a0d3ced86e69-640.jpg,https://images.chunk.gg/products/compycraft/alien-apocalypse/screenshot-3-e6a6a6b94f86d8ee-640.jpg,https://images.chunk.gg/products/compycraft/alien-apocalypse/screenshot-4-d68c4f5ea11260aa-640.jpg,https://images.chunk.gg/products/compycraft/alien-apocalypse/screenshot-5-fb404201e1776495-640.jpg,https://images.chunk.gg/products/compycraft/alien-apocalypse/screenshot-6-a6c529c6312a9bba-640.jpg,https://images.chunk.gg/products/compycraft/alien-apocalypse/screenshot-7-5704960da3ad097e-640.jpg,https://images.chunk.gg/products/compycraft/alien-apocalypse/panorama-2c84f022d7afc3a6-1920.jpg",https://images.chunk.gg/products/compycraft/alien-apocalypse/thumbnail-76a8462ee54471b4-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=18525fe0-60b8-4f52-93f6-d83c933913a4,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2025-08-26T17:00:00.000Z,16,79,,,4.7,/@compycraft/alien-apocalypse,"Aliens,Armor,Craftable Weapons,Horror,Post-Apocalyptic,Vehicles,Craftable Armor",Alien Apocalypse Add-On,25890,18525fe0-60b8-4f52-93f6-d83c933913a4,https://chunk.gg/@compycraft/alien-apocalypse,https://www.youtube.com/embed/j7CvidHSwqE?rel=0&amp;
,,,Cubical,cubical,https://chunk.gg/@cubical,"Protect your builds, maximize security and log off safely with the Land Claims Add-On!","Base Building,Building,Bunker,Land,Landscape,Secret,Secret Base,Trend","https://images.chunk.gg/products/cubical/land-claims/thumbnail-d65e623cab18b923-640.jpg,https://images.chunk.gg/products/cubical/land-claims/screenshot-1-d6d955c9b14d19f6-640.jpg,https://images.chunk.gg/products/cubical/land-claims/screenshot-2-500e42fca09f3407-640.jpg,https://images.chunk.gg/products/cubical/land-claims/screenshot-3-ecdcf692213894f6-640.jpg,https://images.chunk.gg/products/cubical/land-claims/screenshot-4-a818f55741e26ef5-640.jpg,https://images.chunk.gg/products/cubical/land-claims/screenshot-5-de41b1c00ff3bc3a-640.jpg,https://images.chunk.gg/products/cubical/land-claims/screenshot-6-23f18101e9674b00-640.jpg,https://images.chunk.gg/products/cubical/land-claims/screenshot-7-ad7f1b98445d9298-640.jpg,https://images.chunk.gg/products/cubical/land-claims/screenshot-8-c6732537edf76d19-640.jpg,https://images.chunk.gg/products/cubical/land-claims/screenshot-9-95b18c60dbe3d4c0-640.jpg,https://images.chunk.gg/products/cubical/land-claims/screenshot-10-24294d96516657c0-640.jpg,https://images.chunk.gg/products/cubical/land-claims/panorama-ac69ab2d519c4828-1280.jpg",https://images.chunk.gg/products/cubical/land-claims/thumbnail-d65e623cab18b923-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=fdec53eb-393e-4b5b-a8e3-78e6acdca4eb,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",990,990,"{'EUR': 4.89, 'USD': 5.19, 'GBP': 4.01, 'CAD': 7.23, 'AUD': 7.9}",2025-04-15T17:00:00.000Z,17,212,,,4.1,/@cubical/land-claims,"Base Building,Building,Bunker,Land,Landscape,Secret,Secret Base,Trend",Land Claims Add-On,65828,fdec53eb-393e-4b5b-a8e3-78e6acdca4eb,https://chunk.gg/@cubical/land-claims,https://www.youtube.com/embed/P1trwdDu9SQ?rel=0&amp;
,,,Shapescape,shapescape,https://chunk.gg/@shapescape,NEW BOSSES! Discover new challenges! BOSSES+ brings exciting new enemies to fight in any world!,"The Ancient Dweller,The Copper Titan,Rewards for each new boss!,Bugfixes,6 difficulty levels per boss!,The Crimson Mammoth,The Creaking Frog,New rewards for each new boss!,Boss,Boss Fights,Epic,Cool,Custom Creatures,Scary,Attack","https://images.chunk.gg/products/shapescape/bosses-plus/thumbnail-eed781616825a0b5-640.jpg,https://images.chunk.gg/products/shapescape/bosses-plus/screenshot-1-664cadb6e2477a6c-640.jpg,https://images.chunk.gg/products/shapescape/bosses-plus/screenshot-2-d0d7da5d633a01cd-640.jpg,https://images.chunk.gg/products/shapescape/bosses-plus/screenshot-3-3b84e6fe0aabb5dd-640.jpg,https://images.chunk.gg/products/shapescape/bosses-plus/screenshot-4-648882d5e34d6187-640.jpg,https://images.chunk.gg/products/shapescape/bosses-plus/screenshot-5-bfb201d70dcd4b15-640.jpg,https://images.chunk.gg/products/shapescape/bosses-plus/screenshot-6-8c9f446c7bf424bb-640.jpg,https://images.chunk.gg/products/shapescape/bosses-plus/screenshot-7-74b95f02433bcf0c-640.jpg,https://images.chunk.gg/products/shapescape/bosses-plus/screenshot-8-e2f880faa9058468-640.jpg,https://images.chunk.gg/products/shapescape/bosses-plus/screenshot-9-2445d7e5dc5f9956-640.jpg,https://images.chunk.gg/products/shapescape/bosses-plus/panorama-ec82d4406d36830a-1600.jpg",https://images.chunk.gg/products/shapescape/bosses-plus/thumbnail-eed781616825a0b5-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=a1f41469-d937-4b58-97e8-09ebb4196fa7,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",990,990,"{'EUR': 4.89, 'USD': 5.19, 'GBP': 4.01, 'CAD': 7.23, 'AUD': 7.9}",2024-08-27T17:00:00.000Z,18,3410,,,4.7,/@shapescape/bosses-plus,"Boss,Boss Fights,Epic,Cool,Custom Creatures,Scary,Attack",BOSSES+ Add-On,393428,a1f41469-d937-4b58-97e8-09ebb4196fa7,https://chunk.gg/@shapescape/bosses-plus,https://www.youtube.com/embed/ko1JSQ3JjuM?rel=0&amp;
,,,Team Workbench,team-workbench,https://chunk.gg/@team-workbench,What happened to the Wither? IT’S OP! Can you survive its dangerous powers? Summon the Wither Wraith and watch it turn the overworld into a dark wasteland. Try your best to survive and obtain the powerful weapon!,"New Withered Mobs,New Withered Beacon,New Dash Ability,Settings menu,Further Corruption Optimisation,Boss AI Tweaks,Many smaller fixes and improvements,Boss,Custom Blocks,Custom Terrain,Fighting,Hardcore,Scary,Ultimate","https://images.chunk.gg/products/team-workbench/wither-apocalypse/thumbnail-7810dd3a79829c6f-640.jpg,https://images.chunk.gg/products/team-workbench/wither-apocalypse/screenshot-1-252196a8a3d6bf47-640.jpg,https://images.chunk.gg/products/team-workbench/wither-apocalypse/screenshot-2-2cc76897737feee7-640.jpg,https://images.chunk.gg/products/team-workbench/wither-apocalypse/screenshot-3-ceb6e6fdc26aef5d-640.jpg,https://images.chunk.gg/products/team-workbench/wither-apocalypse/screenshot-4-5d988aac798a073b-640.jpg,https://images.chunk.gg/products/team-workbench/wither-apocalypse/screenshot-5-51d1fb5b6bb5031a-640.jpg,https://images.chunk.gg/products/team-workbench/wither-apocalypse/screenshot-6-58b32c4b91caf071-640.jpg,https://images.chunk.gg/products/team-workbench/wither-apocalypse/panorama-f05e31ab02aa686c-1280.jpg",https://images.chunk.gg/products/team-workbench/wither-apocalypse/thumbnail-7810dd3a79829c6f-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=c3892888-9794-43f9-a6ae-8df0513eff8e,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2025-07-22T17:00:00.000Z,19,340,,,4.7,/@team-workbench/wither-apocalypse,"Boss,Custom Blocks,Custom Terrain,Fighting,Hardcore,Scary,Ultimate",WITHER APOCALYPSE,77464,c3892888-9794-43f9-a6ae-8df0513eff8e,https://chunk.gg/@team-workbench/wither-apocalypse,https://www.youtube.com/embed/CgGR407Pkug?rel=0&amp;
,,,Float Studios,float-studios,https://chunk.gg/@float-studios,"Ever wanted to become your favourite furry Minecraft alpha animal? Become a Wolf, Cat, Otter, Tiger and more!","Animals,Armor,Crafting,Craftable Armor,Custom Mobs,Mobs,Cat","https://images.chunk.gg/products/float-studios/fur-craft/thumbnail-640fd2a59432cfe1-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/screenshot-1-b86a735465da2d03-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/screenshot-2-984236635c5bfcd9-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/screenshot-3-112cf52d5e0a9c28-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/screenshot-4-e96ba6648bb88081-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/screenshot-5-d86c8c358bb7bab4-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/screenshot-6-26a3bbef4b01efa7-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/screenshot-7-eefe68090cdfc8d9-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/screenshot-8-fa8734ea50689c4e-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/screenshot-9-a247848c51ae4f52-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/screenshot-10-73df6e071e2480f6-640.jpg,https://images.chunk.gg/products/float-studios/fur-craft/panorama-75073070c9c2294d-1920.jpg",https://images.chunk.gg/products/float-studios/fur-craft/thumbnail-640fd2a59432cfe1-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=0add3d0d-3d66-487a-a9ad-b226543e52f3,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",990,990,"{'EUR': 4.89, 'USD': 5.19, 'GBP': 4.01, 'CAD': 7.23, 'AUD': 7.9}",2025-02-11T18:00:00.000Z,20,3793,,,4.7,/@float-studios/fur-craft,"Animals,Armor,Crafting,Craftable Armor,Custom Mobs,Mobs,Cat",Fur Craft Add-On,232755,0add3d0d-3d66-487a-a9ad-b226543e52f3,https://chunk.gg/@float-studios/fur-craft,https://www.youtube.com/embed/PNSbDJbkuOk?rel=0&amp;
,,,Blockception,blockception,https://chunk.gg/@blockception,Turn your house into a home! Display Stuff lets you add charm and detail to any build. Perfect for roleplay and decorating!,"Building,Decorate,House,Life,Sandbox,Utilities,Casual","https://images.chunk.gg/products/blockception/display-stuff/thumbnail-569bf0aab35cfe13-640.jpg,https://images.chunk.gg/products/blockception/display-stuff/screenshot-1-7d7e88c69aef47db-640.jpg,https://images.chunk.gg/products/blockception/display-stuff/screenshot-2-d91d4eb13a6c9991-640.jpg,https://images.chunk.gg/products/blockception/display-stuff/screenshot-3-addfe3d18b4a5764-640.jpg,https://images.chunk.gg/products/blockception/display-stuff/screenshot-4-71112a0c3ff35dc0-640.jpg,https://images.chunk.gg/products/blockception/display-stuff/screenshot-5-8a5fffa7b44dac9f-640.jpg,https://images.chunk.gg/products/blockception/display-stuff/panorama-af9fbc3a6871cd3f-1920.jpg",https://images.chunk.gg/products/blockception/display-stuff/thumbnail-569bf0aab35cfe13-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=dfe6df21-8ac1-46a3-9f22-c047a88319cb,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",490,490,"{'EUR': 2.42, 'USD': 2.57, 'GBP': 1.98, 'CAD': 3.58, 'AUD': 3.91}",2025-08-05T17:00:00.000Z,21,248,,,4.0,/@blockception/display-stuff,"Building,Decorate,House,Life,Sandbox,Utilities,Casual",Display Stuff Add-On,16969,dfe6df21-8ac1-46a3-9f22-c047a88319cb,https://chunk.gg/@blockception/display-stuff,https://www.youtube.com/embed/yq9SnK_3CpE?rel=0&amp;
,,,Hog5kull,hog5kull,https://chunk.gg/@hog5kull,Become the hero! Turn YOUR battles into awesome action scenes with slow-motion finishers and EPIC animations!,"Animated,Animation,Epic","https://images.chunk.gg/products/hog5kull/epic-kill-animations/thumbnail-e4bd5907710630ba-640.jpg,https://images.chunk.gg/products/hog5kull/epic-kill-animations/screenshot-1-7cd1c4efedc6c841-640.jpg,https://images.chunk.gg/products/hog5kull/epic-kill-animations/screenshot-2-951e498ffdccc8a0-640.jpg,https://images.chunk.gg/products/hog5kull/epic-kill-animations/screenshot-3-828ca9fe169ae841-640.jpg,https://images.chunk.gg/products/hog5kull/epic-kill-animations/screenshot-4-921cd970a3dcae0b-640.jpg,https://images.chunk.gg/products/hog5kull/epic-kill-animations/screenshot-5-bd50f60bd1e37965-640.jpg,https://images.chunk.gg/products/hog5kull/epic-kill-animations/panorama-80d0105c3d099a40-1920.jpg",https://images.chunk.gg/products/hog5kull/epic-kill-animations/thumbnail-e4bd5907710630ba-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=61c62cb5-7498-43bb-8d7b-b29d35a3a7eb,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2025-07-29T17:00:00.000Z,22,139,,,4.2,/@hog5kull/epic-kill-animations,"Animated,Animation,Epic",Epic Kill Animations,108038,61c62cb5-7498-43bb-8d7b-b29d35a3a7eb,https://chunk.gg/@hog5kull/epic-kill-animations,https://www.youtube.com/embed/nCt3XDsQyRc?rel=0&amp;
,,,Time Trap Studios,time-trap-studios,https://chunk.gg/@time-trap-studios,"Free yourself from reality as we know it and unleash the chaos of a world where everything is Cursed! From party-popping Creepers to multi-purpose Mooshrooms, expect the unexpected in this hilariously twisted Add-On. How cursed will your world get?","Comedy,Custom Creatures,Custom Mobs,Epic,Funny,Rainbow,Custom Tools","https://images.chunk.gg/products/time-trap-studios/cursed/thumbnail-aa43a83916f8da52-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/screenshot-1-137db44ddc409d12-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/screenshot-2-eec17eb8e17413db-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/screenshot-3-f63d61428d7f4626-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/screenshot-4-26a6b83042139ca7-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/screenshot-5-2b91a1b89d9ee868-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/screenshot-6-354c256b0f6ceda1-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/screenshot-7-ac1247e74c3cf77f-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/screenshot-8-a45cf6054ec83251-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/screenshot-9-282404f54f07d91b-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/screenshot-10-a4aa563daf9fb543-640.jpg,https://images.chunk.gg/products/time-trap-studios/cursed/panorama-b52234f6188d7942-1920.jpg",https://images.chunk.gg/products/time-trap-studios/cursed/thumbnail-aa43a83916f8da52-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=3dd5581a-7ba5-44a5-9c3f-1c96d724488e,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",990,990,"{'EUR': 4.89, 'USD': 5.19, 'GBP': 4.01, 'CAD': 7.23, 'AUD': 7.9}",2025-08-26T17:00:00.000Z,23,5,,,4.4,/@time-trap-studios/cursed,"Comedy,Custom Creatures,Custom Mobs,Epic,Funny,Rainbow,Custom Tools",Cursed Add-On,2879,3dd5581a-7ba5-44a5-9c3f-1c96d724488e,https://chunk.gg/@time-trap-studios/cursed,https://www.youtube.com/embed/-XMYUacEACg?rel=0&amp;
